"","Trial_Nr","Trial_Id","Exp_Subject_Id","OptionChosen","TargetWord","knowledge","StemType","Frequency","AffixInitialSegment","Stem_romanization","Affix_romanization","Word_romanization","Tensification","Nasalization","L_deletion","C_deletion","Lateralization","UR","JunctureType"
"1845",148,167,594939,"option_1","묵나",3,"C","low","Sonorant","muk","na","mukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1846",48,132,594939,"option_2","묵다",3,"C","low","Obstruent","muk","ta","mukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1847",105,78,594939,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1848",150,64,594939,"option_2","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1849",103,159,594939,"option_1","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1850",7,106,594939,"option_2","박나",4,"C","high","Sonorant","pak","na","pakna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"1851",67,138,594939,"option_1","박아",4,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1852",98,8,594939,"option_2","박다",4,"C","high","Obstruent","pak","ta","pakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1853",78,97,594939,"option_2","밝다",5,"lC","high","Obstruent","palk","ta","palkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1854",15,39,594939,"option_2","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1855",75,156,594939,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1856",2,117,594939,"option_1","밟아",5,"lC","high","Vowel","palp","a","palpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1857",45,71,594939,"option_6","밟나",5,"lC","high","Sonorant","palp","na","palpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1858",84,6,594939,"option_2","밟다",5,"lC","high","Obstruent","palp","ta","palpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1859",88,73,594939,"option_1","뱉어",5,"C","low","Vowel","peT","v","peTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1860",32,94,594939,"option_1","뱉나",5,"C","low","Sonorant","peT","na","peTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1861",158,177,594939,"option_2","뱉다",5,"C","low","Obstruent","peT","ta","peTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1862",40,151,594939,"option_2","법다",1,"C","nonce","Obstruent","kvp","ta","kvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1863",138,180,594939,"option_1","법나",1,"C","nonce","Sonorant","kvp","na","kvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1864",26,109,594939,"option_1","법어",1,"C","nonce","Vowel","kvp","v","kvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1865",169,52,594939,"option_1","붉어",4,"lC","high","Vowel","pulk","v","pulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1866",159,33,594939,"option_2","붉다",4,"lC","high","Obstruent","pulk","ta","pulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1867",120,81,594939,"option_2","붉나",4,"lC","high","Sonorant","pulk","na","pulkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1868",112,124,594939,"option_2","붍다",1,"lC","nonce","Obstruent","pulT","ta","pulTta",1,NA,0,0,NA,"lT-t","lC+Obstruent"
"1869",58,112,594939,"option_2","붍어",1,"lC","nonce","Vowel","pulT","v","pulTv",1,NA,0,0,NA,"lT-v","lC+Vowel"
"1870",137,42,594939,"option_4","붍나",1,"lC","nonce","Sonorant","pulT","na","pulTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1871",49,70,594939,"option_2","뽑다",5,"C","high","Obstruent","p*op","ta","p*opta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1872",31,107,594939,"option_1","뽑아",5,"C","high","Vowel","p*op","a","p*opa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1873",146,36,594939,"option_1","뽑나",5,"C","high","Sonorant","p*op","na","p*opna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1874",28,61,594939,"option_2","속다",5,"C","low","Obstruent","sok","ta","sokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1875",62,131,594939,"option_1","속나",5,"C","low","Sonorant","sok","na","sokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1876",61,23,594939,"option_1","속아",5,"C","low","Vowel","sok","a","soka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1877",44,29,594939,"option_4","숡나",1,"lC","nonce","Sonorant","sulk","na","sulkna",NA,0,0,1,0,"lk-n","lC+Sonorant"
"1878",111,77,594939,"option_2","숡다",1,"lC","nonce","Obstruent","sulk","ta","sulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1879",96,38,594939,"option_1","숡어",1,"lC","nonce","Vowel","sulk","v","sulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1880",139,44,594939,"option_1","식어",5,"C","low","Vowel","sik","v","sikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1881",136,130,594939,"option_1","식나",5,"C","low","Sonorant","sik","na","sikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1882",53,148,594939,"option_2","식다",5,"C","low","Obstruent","sik","ta","sikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1883",43,144,594939,"option_1","썩나",5,"C","high","Sonorant","s*vk","na","s*vkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1884",36,127,594939,"option_1","썩어",5,"C","high","Vowel","s*vk","v","s*vkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1885",16,47,594939,"option_2","썩다",5,"C","high","Obstruent","s*vk","ta","s*vkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1886",129,40,594939,"option_1","씹나",5,"C","high","Sonorant","s*ip","na","s*ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1887",6,147,594939,"option_1","씹어",5,"C","high","Vowel","s*ip","v","s*ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1888",141,96,594939,"option_2","씹다",5,"C","high","Obstruent","s*ip","ta","s*ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1889",55,126,594939,"option_2","앍다",1,"lC","nonce","Obstruent","alk","ta","alkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1890",10,60,594939,"option_1","앍아",1,"lC","nonce","Vowel","alk","a","alka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1891",115,30,594939,"option_2","앍나",1,"lC","nonce","Sonorant","alk","na","alkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1892",57,82,594939,"option_2","얇다",5,"lC","low","Obstruent","yalp","ta","yalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1893",175,92,594939,"option_1","얇아",5,"lC","low","Vowel","yalp","a","yalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1894",59,41,594939,"option_6","얇나",5,"lC","low","Sonorant","yalp","na","yalpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1895",116,134,594939,"option_1","얕나",5,"C","low","Sonorant","yaT","na","yaTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1896",33,80,594939,"option_2","얕다",5,"C","low","Obstruent","yaT","ta","yaTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1897",173,129,594939,"option_1","얕아",5,"C","low","Vowel","yaT","a","yaTa",0,NA,NA,NA,NA,"T-a","C+Vowel"
"1898",104,100,594939,"option_1","얽어",1,"lC","low","Vowel","vlk","v","vlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1899",165,143,594939,"option_2","얽다",1,"lC","low","Obstruent","vlk","ta","vlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1900",107,114,594939,"option_2","얽나",1,"lC","low","Sonorant","vlk","na","vlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1901",94,168,594939,"option_1","업어",3,"C","low","Vowel","vp","v","vpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1902",170,136,594939,"option_1","업나",3,"C","low","Sonorant","vp","na","vpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1903",35,139,594939,"option_2","업다",3,"C","low","Obstruent","vp","ta","vpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1904",82,135,594939,"option_1","엎나",5,"C","low","Sonorant","vP","na","vPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1905",71,108,594939,"option_1","엎어",5,"C","low","Vowel","vP","v","vPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1906",109,98,594939,"option_2","엎다",5,"C","low","Obstruent","vP","ta","vPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1907",23,113,594939,"option_6","엷나",3,"lC","low","Sonorant","yvlp","na","yvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1908",68,74,594939,"option_1","엷어",3,"lC","low","Vowel","yvlp","v","yvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1909",130,2,594939,"option_2","엷다",3,"lC","low","Obstruent","yvlp","ta","yvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1910",72,110,594939,"option_1","옅어",5,"C","low","Vowel","yvT","v","yvTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1911",163,3,594939,"option_1","옅나",5,"C","low","Sonorant","yvT","na","yvTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1912",157,111,594939,"option_2","옅다",5,"C","low","Obstruent","yvT","ta","yvTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1913",92,157,594939,"option_2","웁다",1,"C","nonce","Obstruent","up","ta","upta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1914",24,165,594939,"option_1","웁나",1,"C","nonce","Sonorant","up","na","upna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1915",69,25,594939,"option_1","웁어",1,"C","nonce","Vowel","up","v","upv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1916",99,176,594939,"option_6","읊나",4,"lC","low","Sonorant","xlP","na","xlPna",NA,1,0,0,0,"lP-n","lC+Sonorant"
"1917",133,123,594939,"option_2","읊다",4,"lC","low","Obstruent","xlP","ta","xlPta",1,NA,0,0,NA,"lP-t","lC+Obstruent"
"1918",47,50,594939,"option_1","읊어",4,"lC","low","Vowel","xlP","v","xlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1919",13,174,594939,"option_1","익어",5,"C","low","Vowel","ik","v","ikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1920",73,90,594939,"option_1","익나",5,"C","low","Sonorant","ik","na","ikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1921",153,66,594939,"option_2","익다",5,"C","low","Obstruent","ik","ta","ikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1922",151,173,594939,"option_1","읽어",5,"lC","high","Vowel","ilk","v","ilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1923",142,57,594939,"option_2","읽다",5,"lC","high","Obstruent","ilk","ta","ilkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1924",155,75,594939,"option_2","읽나",5,"lC","high","Sonorant","ilk","na","ilkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1925",85,53,594939,"option_2","입다",5,"C","high","Obstruent","ip","ta","ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1926",81,67,594939,"option_1","입나",5,"C","high","Sonorant","ip","na","ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1927",25,101,594939,"option_1","입어",5,"C","high","Vowel","ip","v","ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1928",95,99,594939,"option_2","작다",5,"C","high","Obstruent","cak","ta","cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1929",167,128,594939,"option_1","작아",5,"C","high","Vowel","cak","a","caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1930",152,13,594939,"option_1","작나",5,"C","high","Sonorant","cak","na","cakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1931",76,68,594939,"option_1","적나",5,"C","high","Sonorant","cvk","na","cvkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1932",90,32,594939,"option_1","적어",5,"C","high","Vowel","cvk","v","cvkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1933",41,163,594939,"option_2","적다",5,"C","high","Obstruent","cvk","ta","cvkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1934",64,171,594939,"option_1","접어",5,"C","high","Vowel","cvp","v","cvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1935",162,119,594939,"option_1","접나",5,"C","high","Sonorant","cvp","na","cvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1936",17,102,594939,"option_2","접다",5,"C","high","Obstruent","cvp","ta","cvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1937",39,178,594939,"option_1","직어",1,"C","nonce","Vowel","cik","v","cikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1938",79,7,594939,"option_2","직다",1,"C","nonce","Obstruent","cik","ta","cikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1939",156,48,594939,"option_1","직나",1,"C","nonce","Sonorant","cik","na","cikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1940",108,49,594939,"option_2","짉다",1,"lC","nonce","Obstruent","cilk","ta","cilkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1941",145,59,594939,"option_2","짉나",1,"lC","nonce","Sonorant","cilk","na","cilkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1942",110,35,594939,"option_1","짉어",1,"lC","nonce","Vowel","cilk","v","cilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1943",86,122,594939,"option_1","집나",5,"C","high","Sonorant","cip","na","cipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1944",4,179,594939,"option_2","집다",5,"C","high","Obstruent","cip","ta","cipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1945",11,12,594939,"option_1","집어",5,"C","high","Vowel","cip","v","cipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1946",149,158,594939,"option_1","짧아",5,"lC","high","Vowel","Jalp","a","Jalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1947",126,56,594939,"option_6","짧나",5,"lC","high","Sonorant","Jalp","na","Jalpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1948",127,16,594939,"option_2","짧다",5,"lC","high","Obstruent","Jalp","ta","Jalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1949",97,115,594939,"option_1","찍나",5,"C","low","Sonorant","Jik","na","Jikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1950",168,11,594939,"option_2","찍다",5,"C","low","Obstruent","Jik","ta","Jikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1951",29,175,594939,"option_1","찍어",5,"C","low","Vowel","Jik","v","Jikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1952",135,63,594939,"option_1","착나",1,"C","nonce","Sonorant","Cak","na","Cakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1953",42,150,594939,"option_2","착다",1,"C","nonce","Obstruent","Cak","ta","Cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1954",101,118,594939,"option_1","착아",1,"C","nonce","Vowel","Cak","a","Caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1955",70,5,594939,"option_1","톱나",2,"C","nonce","Sonorant","Top","na","Topna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1956",154,145,594939,"option_1","톱아",2,"C","nonce","Vowel","Top","a","Topa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1957",161,149,594939,"option_2","톱다",2,"C","nonce","Obstruent","Top","ta","Topta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1958",38,164,594939,"option_1","핥아",5,"lC","low","Vowel","halT","a","halTa",0,NA,0,0,NA,"lT-a","lC+Vowel"
"1959",87,87,594939,"option_3","핥다",5,"lC","low","Obstruent","halT","ta","halTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"1960",143,1,594939,"option_4","핥나",5,"lC","low","Sonorant","halT","na","halTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1961",174,146,594939,"option_2","훑다",5,"lC","low","Obstruent","hulT","ta","hulTta",1,NA,0,0,NA,"lT-t","lC+Obstruent"
"1962",46,4,594939,"option_4","훑나",5,"lC","low","Sonorant","hulT","na","hulTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1963",147,160,594939,"option_1","훑어",5,"lC","low","Vowel","hulT","v","hulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"1964",137,69,597515,"option_1","갉아",5,"lC","low","Vowel","kalk","a","kalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1965",88,93,597515,"option_2","갉나",5,"lC","low","Sonorant","kalk","na","kalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1966",131,117,597515,"option_3","갉다",5,"lC","low","Obstruent","kalk","ta","kalkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"1967",84,77,597515,"option_2","겊다",1,"C","nonce","Obstruent","kvP","ta","kvPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1968",117,180,597515,"option_1","겊나",1,"C","nonce","Sonorant","kvP","na","kvPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1969",179,159,597515,"option_1","겊어",1,"C","nonce","Vowel","kvP","v","kvPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1970",122,47,597515,"option_6","겳나",1,"lC","nonce","Sonorant","kjvlp","na","kjvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1971",25,113,597515,"option_2","겳다",1,"lC","nonce","Obstruent","kjvlp","ta","kjvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1972",177,127,597515,"option_1","겳어",1,"lC","nonce","Vowel","kjvlp","v","kjvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1973",56,94,597515,"option_1","굵어",5,"lC","high","Vowel","kulk","v","kulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1974",15,9,597515,"option_1","굵나",5,"lC","high","Sonorant","kulk","na","kulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1975",35,121,597515,"option_3","굵다",5,"lC","high","Obstruent","kulk","ta","kulkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"1976",138,177,597515,"option_2","긁다",5,"lC","low","Obstruent","kxlk","ta","kxlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1977",66,123,597515,"option_1","긁나",5,"lC","low","Sonorant","kxlk","na","kxlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1978",18,129,597515,"option_1","긁어",5,"lC","low","Vowel","kxlk","v","kxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1979",141,5,597515,"option_2","긆다",2,"lC","nonce","Obstruent","kxlP","ta","kxlPta",1,NA,0,0,NA,"lP-t","lC+Obstruent"
"1980",34,2,597515,"option_6","긆나",2,"lC","nonce","Sonorant","kxlP","na","kxlPna",NA,1,0,0,0,"lP-n","lC+Sonorant"
"1981",32,18,597515,"option_1","긆어",2,"lC","nonce","Vowel","kxlP","v","kxlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1982",140,157,597515,"option_1","낡나",5,"lC","high","Sonorant","nalk","na","nalkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1983",67,10,597515,"option_1","낡아",5,"lC","high","Vowel","nalk","a","nalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1984",139,49,597515,"option_2","낡다",5,"lC","high","Obstruent","nalk","ta","nalkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1985",61,73,597515,"option_2","낣다",1,"lC","nonce","Obstruent","nalp","ta","nalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1986",71,53,597515,"option_6","낣나",1,"lC","nonce","Sonorant","nalp","na","nalpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1987",86,167,597515,"option_1","낣아",1,"lC","nonce","Vowel","nalp","a","nalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1988",166,66,597515,"option_1","냍어",1,"C","nonce","Vowel","neT","v","neTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1989",26,19,597515,"option_2","냍다",1,"C","nonce","Obstruent","neT","ta","neTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1990",45,171,597515,"option_1","냍나",1,"C","nonce","Sonorant","neT","na","neTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1991",70,16,597515,"option_3","넓다",5,"lC","high","Obstruent","nvlp","ta","nvlpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"1992",7,59,597515,"option_2","넓나",5,"lC","high","Sonorant","nvlp","na","nvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1993",143,4,597515,"option_1","넓어",5,"lC","high","Vowel","nvlp","v","nvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1994",128,37,597515,"option_1","눅어",5,"C","nonce","Vowel","nuk","v","nukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1995",174,144,597515,"option_2","눅다",5,"C","nonce","Obstruent","nuk","ta","nukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1996",114,133,597515,"option_1","눅나",5,"C","nonce","Sonorant","nuk","na","nukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1997",93,61,597515,"option_1","늙나",5,"lC","high","Sonorant","nxlk","na","nxlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1998",109,130,597515,"option_4","늙다",5,"lC","high","Obstruent","nxlk","ta","nxlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1999",55,148,597515,"option_1","늙어",5,"lC","high","Vowel","nxlk","v","nxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"2000",49,132,597515,"option_2","덟다",1,"lC","nonce","Obstruent","tvlp","ta","tvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"2001",134,25,597515,"option_6","덟나",1,"lC","nonce","Sonorant","tvlp","na","tvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"2002",178,56,597515,"option_1","덟어",1,"lC","nonce","Vowel","tvlp","v","tvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"2003",69,3,597515,"option_2","독다",1,"C","nonce","Obstruent","tok","ta","tokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"2004",54,103,597515,"option_1","독아",1,"C","nonce","Vowel","tok","a","toka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"2005",80,72,597515,"option_1","독나",1,"C","nonce","Sonorant","tok","na","tokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"2006",19,166,597515,"option_1","둡어",1,"C","nonce","Vowel","tup","v","tupv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"2007",74,155,597515,"option_2","둡다",1,"C","nonce","Obstruent","tup","ta","tupta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"2008",28,20,597515,"option_1","둡나",1,"C","nonce","Sonorant","tup","na","tupna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"2009",107,97,597515,"option_4","듥다",1,"lC","nonce","Obstruent","txlk","ta","txlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"2010",146,1,597515,"option_1","듥나",1,"lC","nonce","Sonorant","txlk","na","txlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"2011",8,62,597515,"option_1","듥어",1,"lC","nonce","Vowel","txlk","v","txlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"2012",43,104,597515,"option_2","떫나",5,"lC","low","Sonorant","dvlp","na","dvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"2013",42,165,597515,"option_2","떫다",5,"lC","low","Obstruent","dvlp","ta","dvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"2014",180,55,597515,"option_1","떫어",5,"lC","low","Vowel","dvlp","v","dvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"2015",161,70,597515,"option_1","막아",5,"C","high","Vowel","mak","a","maka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"2016",2,131,597515,"option_2","막다",5,"C","high","Obstruent","mak","ta","makta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"2017",59,154,597515,"option_1","막나",5,"C","high","Sonorant","mak","na","makna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"2018",48,86,597515,"option_4","맑나",5,"lC","high","Sonorant","malk","na","malkna",NA,0,0,1,0,"lk-n","lC+Sonorant"
"2019",83,137,597515,"option_1","맑아",5,"lC","high","Vowel","malk","a","malka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"2020",53,50,597515,"option_3","맑다",5,"lC","high","Obstruent","malk","ta","malkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"2021",104,38,597515,"option_1","멁나",3,"lC","nonce","Sonorant","mvlk","na","mvlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"2022",13,142,597515,"option_3","멁다",3,"lC","nonce","Obstruent","mvlk","ta","mvlkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"2023",170,110,597515,"option_1","멁어",3,"lC","nonce","Vowel","mvlk","v","mvlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"2024",5,40,597515,"option_2","묵다",5,"C","low","Obstruent","muk","ta","mukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"2025",33,60,597515,"option_1","묵어",5,"C","low","Vowel","muk","v","mukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"2026",145,83,597515,"option_1","묵나",5,"C","low","Sonorant","muk","na","mukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"2027",29,26,597515,"option_3","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"2028",106,135,597515,"option_1","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"2029",94,57,597515,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"2030",1,115,597515,"option_1","박나",5,"C","high","Sonorant","pak","na","pakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"2031",116,41,597515,"option_2","박다",5,"C","high","Obstruent","pak","ta","pakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"2032",79,89,597515,"option_1","박아",5,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"2033",154,52,597515,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"2034",111,58,597515,"option_1","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"2035",163,172,597515,"option_3","밝다",5,"lC","high","Obstruent","palk","ta","palkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"2036",75,152,597515,"option_2","밟다",5,"lC","high","Obstruent","palp","ta","palpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
